spark_matrix_factorization: job_9
,65920,65920,1280,217344,58848,58624,1088,188064,7072,7296,192,29280,record sum


spark_matrix_factorization: job_9
,65920,65920,1280,217344,58848,58624,1088,188064,7072,7296,192,29280,record sum


spark_matrix_factorization: job_9
,5888,5888,1280,6400,3552,3552,1088,3872,2336,2336,192,2528,record sum


